Ticker,Name,Start_Date,End_Date,Price_Change_%,Annualized_Return,Annualized_Volatility,Max_Drawdown,Volume_Avg
BBCA.JK,Bank Central Asia,2024-04-16 00:00:00,2026-04-14 00:00:00,-22.748997736001787,-0.10116040387585684,0.26994178705233934,-0.36196534354956633,120609945.99156117
TLKM.JK,Telkomsel,2024-04-16 00:00:00,2026-04-14 00:00:00,12.69014800458561,0.131150507729489,0.36812875845665255,-0.2953846161326483,116149029.32489452
ASII.JK,Astra International,2024-04-16 00:00:00,2026-04-14 00:00:00,45.02696479512052,0.253508949967486,0.3344141923324634,-0.21621621621621612,49654844.30379747
^JKSE,Jakarta Composite Index,2024-04-16 00:00:00,2026-04-14 00:00:00,7.066257085465155,0.05568542196521391,0.19575637790825814,-0.2450735903280983,252397774.05063292
